0.013259	0.005491	0.037964	0.011730	0.019643	0.005181	0.031837	0.002498	0.018198	0.008488	0.003039	0.017227	0.004619	0.540217	0.292057	0.446303	0.006401	0.014897	0.002080	0.006294	0.008697	0.012435	0.003104	0.046525	0.003970	0.007804	0.001511	0.005637	0.013120	0.001933	0.009478	0.002986	0.000784	0.152325	0.103984	0.096854	0.003068	0.005866	0.002798	0.019411	0.019880	0.006865	0.226221	0.369062	0.655950	0.003553	0.225502	0.164511	0.521577	0.008798	0.084005	0.518719	0.608133	0.523776	0.458634	0.888694	0.600499	0.768198	0.260558	0.499473	0.579173	0.462543	0.910103	0.209909	0.496637	0.475591	0.590757	0.228994	0.015323	0.004191	0.043613	0.013430	0.005616	0.036955	0.011730	0.024939	0.004966	0.031837	0.585004	0.575418	0.693629	0.587334	0.257498	0.584795	0.410605	0.217169	0.104102	0.139122	0.328915	0.706440	0.424582	0.441347	0.730807	0.776645	0.758422	0.948956	0.903935	0.709743	0.922922	0.293124	0.009792	0.158734	0.736579	0.263421	0.274253	0.842660	0.006249	0.478635	0.001375
0.006907	0.006447	0.042699	0.008768	0.016538	0.003934	0.037946	0.001469	0.013949	0.008066	0.001620	0.012941	0.003975	0.544305	0.292373	0.444576	0.006178	0.009968	0.001147	0.004556	0.008471	0.009001	0.002672	0.047393	0.003322	0.004528	0.000722	0.005086	0.008206	0.000996	0.008486	0.001574	0.000431	0.140270	0.095093	0.091613	0.005816	0.007230	0.001415	0.012935	0.012379	0.003253	0.226051	0.384662	0.734205	0.002973	0.224796	0.275988	0.523501	0.006810	0.203948	0.521787	0.602160	0.463539	0.518850	0.896422	0.580629	0.733128	0.282557	0.594842	0.590425	0.465897	0.935491	0.211185	0.480552	0.477049	0.589504	0.153245	0.012160	0.003444	0.047389	0.010349	0.004773	0.040155	0.008768	0.020997	0.003770	0.037946	0.581052	0.560842	0.682289	0.502326	0.228844	0.657060	0.369054	0.216084	0.093087	0.088259	0.425477	0.648493	0.439158	0.398316	0.713685	0.835462	0.821507	0.980372	0.938116	0.700037	0.946136	0.289202	0.007848	0.230411	0.645130	0.354870	0.207982	0.808957	0.005167	0.479156	0.003053
0.006995	0.006526	0.045483	0.009477	0.006231	0.003337	0.047321	0.001532	0.014178	0.005593	0.001432	0.013754	0.004003	0.546798	0.292013	0.443514	0.006420	0.010147	0.000122	0.004773	0.008646	0.009429	0.002979	0.046883	0.003431	0.004580	0.000076	0.005178	0.008184	0.000104	0.008724	0.001542	0.000082	0.149369	0.035204	0.092896	0.007603	0.008288	0.000685	0.013752	0.013504	0.002582	0.234780	0.381490	0.740960	0.003302	0.224398	0.317943	0.524667	0.008338	0.422798	0.523664	0.618774	0.458158	0.542130	0.951035	0.568100	0.738675	0.265701	0.510076	0.613638	0.489412	0.966602	0.234387	0.484056	0.496233	0.544280	0.235105	0.012602	0.003697	0.046879	0.010789	0.005038	0.039722	0.009477	0.007912	0.003198	0.047321	0.584764	0.561824	0.683056	0.471305	0.207580	0.663786	0.376419	0.157390	0.091974	0.077035	0.458135	0.616848	0.438176	0.398309	0.726387	0.847256	0.834646	0.977061	0.937500	0.702086	0.950970	0.319172	0.007963	0.251172	0.617407	0.382593	0.195923	0.814941	0.005942	0.478770	0.002482
0.008505	0.007016	0.032692	0.010467	0.008713	0.004901	0.029889	0.002924	0.016091	0.004253	0.000907	0.015629	0.002525	0.541898	0.292694	0.445412	0.005872	0.011983	0.001009	0.005466	0.007809	0.010799	0.003861	0.035418	0.003250	0.005602	0.000654	0.005121	0.010450	0.000928	0.008606	0.001795	0.002600	0.147157	0.049445	0.092264	0.005306	0.005778	0.000472	0.009274	0.005118	0.002184	0.231803	0.428911	0.718201	0.002743	0.225586	0.121632	0.522212	0.005587	0.103553	0.520078	0.539736	0.498605	0.505309	0.168400	0.498319	0.621630	0.378028	0.026417	0.644319	0.476788	0.976971	0.522214	0.525032	0.467239	0.481533	0.973055	0.013161	0.004517	0.033200	0.011594	0.005734	0.028132	0.010467	0.011062	0.004697	0.029889	0.578300	0.563215	0.684141	0.600667	0.284124	0.634879	0.354512	0.164838	0.092982	0.131298	0.325172	0.738141	0.436785	0.375849	0.781581	0.794162	0.775670	0.937579	0.907572	0.701341	0.927633	0.785538	0.008403	0.169531	0.729342	0.270658	0.248241	0.858180	0.004536	0.479112	0.000541
0.006944	0.005699	0.029272	0.007809	0.003580	0.003941	0.031716	0.001700	0.012488	0.003244	0.000347	0.012263	0.002472	0.541419	0.292610	0.443354	0.005520	0.007430	0.000991	0.004049	0.007029	0.007999	0.003639	0.030914	0.002488	0.002829	0.000523	0.004710	0.006340	0.000893	0.007441	0.000778	0.003507	0.134697	0.022579	0.085756	0.004730	0.004801	0.000071	0.005964	0.001589	0.001204	0.225087	0.482446	0.799091	0.002563	0.225183	0.089156	0.520036	0.005372	0.942794	0.520939	0.601500	0.434560	0.570492	0.940263	0.475545	0.511372	0.487047	0.164786	0.682254	0.475850	0.991092	0.734642	0.478660	0.473891	0.474086	0.513526	0.006165	0.006445	0.030910	0.007837	0.005644	0.026191	0.007809	0.004545	0.003777	0.031716	0.565939	0.545348	0.670135	0.605590	0.231560	0.706272	0.276824	0.166362	0.080802	0.116448	0.330955	0.766961	0.454652	0.314674	0.790144	0.819388	0.801202	0.956092	0.929269	0.688837	0.935537	0.770272	0.006718	0.192967	0.709803	0.290197	0.213305	0.844281	0.004171	0.479612	0.000655
0.007500	0.005826	0.029140	0.008699	0.004558	0.004037	0.029904	0.001795	0.013212	0.001988	0.000294	0.013387	0.002934	0.542429	0.293088	0.443044	0.005326	0.008558	0.000236	0.004368	0.007079	0.008630	0.003831	0.030152	0.002289	0.003106	0.000119	0.004576	0.007353	0.000214	0.007578	0.000820	0.002259	0.137296	0.028097	0.086546	0.005170	0.005318	0.000148	0.006462	0.002004	0.001175	0.230534	0.410154	0.794251	0.002734	0.224853	0.100597	0.520613	0.004696	0.950747	0.521634	0.598268	0.460357	0.538790	0.883023	0.569837	0.664354	0.337818	0.873645	0.695545	0.485144	0.999295	0.760569	0.501311	0.483353	0.439089	0.814883	0.010988	0.004002	0.030148	0.009582	0.005087	0.025546	0.008699	0.005787	0.003870	0.029904	0.570336	0.552772	0.675971	0.626241	0.197242	0.718229	0.257687	0.145024	0.078104	0.122812	0.312266	0.789612	0.447228	0.370001	0.802054	0.815691	0.796569	0.947197	0.921167	0.691107	0.932948	0.840819	0.006952	0.185552	0.722742	0.277258	0.214435	0.852184	0.004192	0.479409	0.000896
0.008354	0.007378	0.038979	0.010094	0.004920	0.004947	0.040256	0.003599	0.016107	0.004741	0.000845	0.015797	0.003663	0.538252	0.294511	0.442525	0.006662	0.011452	0.002055	0.005483	0.008647	0.010831	0.003820	0.041918	0.003705	0.005379	0.001338	0.005722	0.009835	0.001863	0.009241	0.001779	0.008341	0.153862	0.027154	0.095625	0.005486	0.005493	0.000007	0.006572	0.000146	0.001492	0.229717	0.456211	0.736196	0.004479	0.226727	0.052521	0.516676	0.005425	0.961853	0.519732	0.607712	0.474810	0.532161	0.915303	0.497292	0.560070	0.439943	0.244551	0.663269	0.467855	0.997548	0.736184	0.461514	0.469222	0.458970	0.450643	0.013402	0.004775	0.039294	0.011725	0.006072	0.033295	0.010094	0.006247	0.004742	0.040256	0.573831	0.558867	0.680746	0.568787	0.306806	0.635935	0.364527	0.187228	0.094938	0.117584	0.355983	0.708738	0.441133	0.354660	0.761109	0.805594	0.788548	0.954290	0.927715	0.705652	0.933395	0.835181	0.008838	0.186022	0.704939	0.295061	0.238416	0.842399	0.005797	0.479065	0.001560
0.006661	0.006628	0.031610	0.007620	0.005346	0.004946	0.031899	0.002644	0.012452	0.003069	0.001163	0.012686	0.004259	0.541419	0.292610	0.443354	0.006697	0.007363	0.002227	0.004314	0.007605	0.008524	0.003769	0.034444	0.003732	0.003465	0.001453	0.005815	0.006393	0.002041	0.008292	0.001267	0.009048	0.136347	0.033053	0.090556	0.004204	0.004267	0.000063	0.005305	0.000774	0.001117	0.213727	0.521226	0.759714	0.002563	0.225183	0.089156	0.520036	0.005372	0.942794	0.520939	0.585919	0.412116	0.600217	0.901823	0.474560	0.442979	0.563471	0.324568	0.656613	0.457503	0.996981	0.740838	0.473399	0.499205	0.457849	0.352987	0.006751	0.006918	0.032287	0.008141	0.006313	0.027358	0.007620	0.006787	0.004740	0.031899	0.550358	0.527125	0.655700	0.590147	0.310318	0.633080	0.359938	0.200897	0.094095	0.127201	0.334925	0.727824	0.472875	0.619717	0.767196	0.797102	0.779075	0.950136	0.927161	0.693898	0.929309	0.849488	0.007526	0.174157	0.722058	0.277942	0.246184	0.846109	0.004171	0.479843	0.001254
0.007364	0.006572	0.027810	0.007977	0.014869	0.005856	0.018861	0.002222	0.012887	0.001664	0.000834	0.013532	0.004614	0.541275	0.292991	0.443219	0.006447	0.007386	0.001881	0.004392	0.007451	0.008677	0.004274	0.030305	0.003174	0.003071	0.001084	0.005718	0.006551	0.001760	0.008233	0.000977	0.006905	0.129292	0.092395	0.090229	0.004208	0.004417	0.000209	0.005415	0.000549	0.001081	0.214650	0.516012	0.787131	0.003050	0.225106	0.121405	0.519800	0.005612	0.887782	0.520937	0.579447	0.416324	0.585937	0.878372	0.482234	0.451723	0.561568	0.303698	0.667242	0.460057	0.993154	0.748357	0.460612	0.512545	0.431811	0.223560	0.007291	0.006891	0.028407	0.008602	0.006339	0.024070	0.007977	0.018878	0.005612	0.018861	0.549743	0.527543	0.656033	0.661976	0.285254	0.673867	0.295463	0.192502	0.081623	0.149999	0.272660	0.805664	0.472457	0.630672	0.800369	0.786381	0.765201	0.934577	0.915526	0.693456	0.920187	0.270366	0.007480	0.151101	0.763818	0.236182	0.246413	0.859470	0.004604	0.479167	0.001037
0.012680	0.015155	0.053246	0.012756	0.015194	0.013793	0.047000	0.006583	0.023505	0.002646	0.001713	0.024167	0.005832	0.539250	0.296019	0.437967	0.016785	0.010590	0.000170	0.008631	0.015396	0.012296	0.013288	0.054209	0.010109	0.005387	0.000120	0.014989	0.009457	0.000160	0.018492	0.002566	0.003365	0.180599	0.069925	0.135505	0.007360	0.007766	0.000406	0.012472	0.002601	0.000707	0.195379	0.317467	0.728034	0.008719	0.230151	0.107628	0.513578	0.011512	0.257271	0.522714	0.520028	0.317174	0.630639	0.916747	0.622924	0.864991	0.147915	0.488135	0.363890	0.475208	0.059171	0.757856	0.441801	0.475891	0.328195	0.752590	0.012210	0.015992	0.054206	0.014458	0.015180	0.045931	0.012756	0.019291	0.013219	0.047000	0.508125	0.470812	0.610024	0.628840	0.141782	0.595516	0.385960	0.119880	0.097584	0.155195	0.292326	0.747270	0.529188	0.491979	0.803186	0.767044	0.747102	0.903236	0.869789	0.742338	0.916554	0.655394	0.015789	0.143386	0.762440	0.237560	0.279338	0.882775	0.011296	0.477787	0.002416
0.013707	0.015185	0.055698	0.013619	0.017829	0.013849	0.048371	0.008359	0.025594	0.002935	0.001593	0.026355	0.006574	0.540140	0.294197	0.437095	0.015952	0.013677	0.000326	0.009428	0.015392	0.013042	0.013230	0.057653	0.009397	0.006805	0.000225	0.014313	0.012273	0.000309	0.018380	0.003129	0.007046	0.187004	0.078964	0.135093	0.008117	0.008300	0.000183	0.013202	0.001029	0.001498	0.203511	0.291591	0.708707	0.007929	0.226849	0.020192	0.513568	0.013789	0.411036	0.523650	0.479540	0.343452	0.477541	0.888222	0.640460	0.918023	0.121134	0.422762	0.365440	0.449888	0.122314	0.761066	0.374828	0.436746	0.252249	0.726197	0.012457	0.016448	0.057649	0.015439	0.015193	0.048849	0.013620	0.022636	0.013274	0.048371	0.523756	0.492967	0.628201	0.646405	0.127264	0.604431	0.371575	0.136619	0.093947	0.161194	0.277622	0.765698	0.507033	0.518462	0.798694	0.764542	0.743862	0.913236	0.873520	0.744583	0.914175	0.653209	0.016306	0.138082	0.772171	0.227829	0.279112	0.879116	0.011604	0.479231	0.002034
0.023961	0.009434	0.054288	0.023495	0.017262	0.008275	0.048276	0.009033	0.031960	0.002855	0.003701	0.032557	0.005887	0.544313	0.291648	0.440675	0.011338	0.026678	0.000200	0.012049	0.013193	0.023803	0.006989	0.057087	0.007598	0.015100	0.000157	0.010226	0.024064	0.000190	0.016170	0.006211	0.001966	0.203865	0.070688	0.126677	0.011226	0.011565	0.000339	0.013194	0.001964	0.002138	0.237612	0.272594	0.620895	0.005322	0.222243	0.805005	0.520142	0.013638	0.670448	0.523898	0.553355	0.521988	0.309660	0.899611	0.679983	0.959004	0.110398	0.307995	0.427332	0.511245	0.164917	0.759303	0.462345	0.511311	0.300838	0.733094	0.029135	0.006756	0.057084	0.025391	0.009517	0.048369	0.023495	0.021916	0.007931	0.048276	0.578965	0.569028	0.688669	0.617600	0.080845	0.541659	0.443782	0.126579	0.109902	0.166645	0.292870	0.713602	0.430972	0.549554	0.900373	0.744964	0.725309	0.903129	0.838233	0.745746	0.910198	0.536119	0.017220	0.132186	0.771836	0.228164	0.310990	0.769121	0.009602	0.478696	0.002118
0.029721	0.007323	0.049804	0.029796	0.004862	0.007432	0.039521	0.008419	0.039740	0.003243	0.006724	0.039763	0.003946	0.550071	0.291185	0.444198	0.008630	0.038247	0.000633	0.014924	0.011079	0.029484	0.004998	0.053086	0.006862	0.025687	0.000589	0.007913	0.035072	0.000612	0.014179	0.010635	0.000439	0.225711	0.018491	0.118587	0.014031	0.014064	0.000033	0.013928	0.000772	0.001732	0.276555	0.274152	0.540182	0.005291	0.221143	0.609011	0.527989	0.014594	0.584547	0.525005	0.661481	0.616666	0.374662	0.941697	0.686644	0.949093	0.051691	0.043933	0.383224	0.527483	0.000423	0.268436	0.575328	0.554124	0.554795	0.525314	0.033174	0.005593	0.053083	0.030983	0.007366	0.044979	0.029471	0.006173	0.005064	0.055702	0.631669	0.641586	0.744086	0.582277	0.076769	0.433713	0.561758	0.123416	0.144632	0.189367	0.298112	0.626766	0.358414	0.576248	0.916948	0.691906	0.673027	0.830327	0.766075	0.747798	0.895458	0.585729	0.019329	0.113531	0.787908	0.212092	0.385907	0.755985	0.009808	0.477712	0.002135
0.035257	0.008152	0.050332	0.035347	0.013577	0.008560	0.033663	0.010075	0.046670	0.004481	0.009416	0.046092	0.002722	0.556178	0.285843	0.441280	0.010148	0.044295	0.001418	0.017651	0.011875	0.034872	0.005841	0.054039	0.008395	0.030950	0.001374	0.009429	0.041158	0.001391	0.016082	0.013641	0.004700	0.237511	0.048451	0.126329	0.014526	0.014545	0.000019	0.015148	0.000213	0.002109	0.276774	0.295963	0.516087	0.004888	0.226178	0.464331	0.530573	0.025520	0.429834	0.529772	0.653287	0.620415	0.331470	0.935976	0.716254	0.905474	0.126557	0.498686	0.592180	0.510058	0.926997	0.261560	0.544967	0.489105	0.606944	0.708558	0.038946	0.006197	0.054035	0.036385	0.008258	0.045786	0.036380	0.017238	0.005541	0.048366	0.631360	0.642065	0.744446	0.602988	0.156075	0.401853	0.585896	0.116774	0.150293	0.214383	0.271944	0.622820	0.357935	0.570706	0.927824	0.662761	0.643137	0.805476	0.735862	0.756580	0.883625	0.611834	0.022777	0.098303	0.811274	0.188726	0.419274	0.768001	0.013274	0.476792	0.001336
0.008685	0.013497	0.053257	0.009196	0.002306	0.010996	0.059260	0.005497	0.016664	0.004869	0.001440	0.016742	0.005456	0.538253	0.296698	0.436205	0.016728	0.004959	0.001376	0.006084	0.014587	0.008414	0.011563	0.054043	0.011150	0.002791	0.001074	0.014750	0.004372	0.001280	0.017076	0.001597	0.009537	0.165376	0.011972	0.130193	0.005405	0.005470	0.000064	0.010470	0.003423	0.000849	0.178279	0.343479	0.756134	0.007363	0.223340	0.907427	0.511224	0.006996	0.586916	0.523145	0.496834	0.228896	0.767615	0.910912	0.595571	0.796091	0.188631	0.373008	0.343344	0.432986	0.035849	0.759046	0.454485	0.471218	0.387610	0.618443	0.009413	0.013682	0.054040	0.010461	0.013532	0.045790	0.009196	0.002927	0.010538	0.059260	0.470258	0.427864	0.573926	0.562792	0.183754	0.549397	0.455263	0.207606	0.114853	0.138857	0.344430	0.669078	0.572136	0.474135	0.762190	0.767241	0.749783	0.903452	0.879742	0.731945	0.921610	0.093828	0.013774	0.157455	0.732205	0.267795	0.291016	0.868492	0.008976	0.477918	0.001061
0.008554	0.013044	0.057396	0.009023	0.004440	0.010566	0.061855	0.008214	0.017143	0.005102	0.001172	0.017351	0.006254	0.536335	0.296061	0.435731	0.015817	0.006541	0.002423	0.006484	0.014179	0.008184	0.011007	0.058137	0.010491	0.003664	0.001882	0.013931	0.005761	0.002252	0.016488	0.002089	0.017297	0.168184	0.022522	0.127919	0.005450	0.005577	0.000127	0.009845	0.003663	0.001095	0.186943	0.292105	0.730037	0.006852	0.223894	0.979986	0.509213	0.007270	0.792414	0.522398	0.438728	0.225596	0.612093	0.867686	0.610852	0.855659	0.115192	0.359163	0.320215	0.372610	0.092266	0.753154	0.356673	0.418287	0.229697	0.663631	0.009085	0.013460	0.058133	0.010498	0.013071	0.049258	0.009023	0.005637	0.010126	0.061855	0.488717	0.449279	0.592077	0.562275	0.167948	0.552134	0.452721	0.232628	0.114223	0.137805	0.345517	0.669789	0.550721	0.525180	0.746722	0.768820	0.751400	0.918650	0.888876	0.731915	0.922147	0.102335	0.013736	0.158625	0.730828	0.269171	0.288999	0.858655	0.008671	0.478231	0.003424
0.008661	0.012953	0.055200	0.009303	0.012963	0.011033	0.051263	0.011239	0.019624	0.003437	0.002775	0.020271	0.006497	0.543004	0.293091	0.439478	0.013285	0.013257	0.000702	0.008371	0.012049	0.007726	0.011343	0.056063	0.009473	0.007984	0.000586	0.011825	0.011800	0.000660	0.015056	0.004552	0.010878	0.170957	0.063129	0.122214	0.005708	0.005918	0.000210	0.010855	0.001722	0.001254	0.205954	0.258994	0.615745	0.006034	0.223221	0.905178	0.518016	0.012026	0.643692	0.523860	0.307557	0.225216	0.245794	0.824998	0.738519	0.948458	0.197104	0.699694	0.335370	0.339804	0.215343	0.748890	0.239811	0.338158	0.194632	0.261288	0.007769	0.014186	0.056059	0.010479	0.012997	0.047501	0.009303	0.016458	0.010574	0.051263	0.524684	0.495436	0.630209	0.555586	0.109048	0.510334	0.496732	0.169974	0.126104	0.148090	0.341803	0.644785	0.504565	0.569426	0.733471	0.748253	0.730780	0.915523	0.853477	0.731098	0.916023	0.142332	0.014034	0.147071	0.742232	0.257768	0.317312	0.866700	0.009554	0.477493	0.001982
0.022192	0.005739	0.050494	0.020918	0.010910	0.005061	0.048412	0.012018	0.026091	0.002711	0.006086	0.026488	0.004805	0.541355	0.294677	0.438202	0.010346	0.023922	0.000013	0.011253	0.009736	0.022230	0.003520	0.051813	0.008448	0.016497	0.000012	0.009361	0.021646	0.000012	0.013288	0.009230	0.003960	0.188540	0.048742	0.114780	0.008668	0.008738	0.000069	0.010883	0.000637	0.001424	0.242165	0.263807	0.496808	0.006470	0.224875	0.978952	0.515538	0.009484	0.650378	0.523688	0.560852	0.518831	0.308220	0.833706	0.731561	0.973314	0.112100	0.187901	0.449012	0.502969	0.191431	0.752285	0.476012	0.512048	0.287902	0.726506	0.026323	0.003889	0.051810	0.023398	0.006023	0.043900	0.020918	0.013851	0.004850	0.048412	0.580574	0.574763	0.693122	0.520386	0.065512	0.418729	0.598764	0.121538	0.162110	0.165316	0.345787	0.566004	0.425237	0.587020	0.899994	0.699335	0.682158	0.872430	0.777332	0.732995	0.902470	0.267260	0.015591	0.128687	0.758661	0.241339	0.385285	0.700076	0.008964	0.478093	0.002042
0.029191	0.006379	0.047512	0.029646	0.000706	0.003892	0.055843	0.013367	0.034356	0.003129	0.010288	0.034260	0.003240	0.542296	0.292208	0.440149	0.011633	0.032014	0.000413	0.014712	0.010030	0.029065	0.004251	0.049682	0.010246	0.023817	0.000426	0.010696	0.029439	0.000401	0.015121	0.013638	0.000508	0.213137	0.002863	0.122481	0.010196	0.010204	0.000008	0.013668	0.001341	0.001454	0.249749	0.284155	0.447628	0.005318	0.226292	0.954909	0.518004	0.012386	0.334834	0.523128	0.630702	0.547029	0.446935	0.951700	0.714498	0.930820	0.070434	0.089355	0.595979	0.515580	0.992522	0.257887	0.559545	0.517669	0.557424	0.738224	0.033267	0.004359	0.049678	0.030210	0.006636	0.042094	0.029646	0.000896	0.003730	0.055843	0.596801	0.591449	0.706001	0.511729	0.128113	0.356144	0.660705	0.105030	0.190751	0.187938	0.329209	0.520319	0.408551	0.586491	0.922762	0.651845	0.634036	0.815396	0.716838	0.744363	0.887010	0.613658	0.019625	0.110317	0.782821	0.217179	0.444756	0.725416	0.008971	0.476827	0.002500
0.007532	0.011004	0.062407	0.007640	0.010282	0.008966	0.061984	0.001651	0.013722	0.005893	0.001462	0.014378	0.008902	0.536981	0.296491	0.439781	0.015553	0.001134	0.003951	0.004151	0.014864	0.007468	0.008528	0.063211	0.009041	0.000557	0.002690	0.013148	0.000959	0.003525	0.015301	0.000286	0.019300	0.156778	0.054705	0.123208	0.005634	0.005714	0.000080	0.009435	0.001003	0.001950	0.184884	0.395169	0.896417	0.006544	0.224887	0.897623	0.513248	0.005632	0.962933	0.520549	0.512564	0.155871	0.882754	0.874518	0.617038	0.731104	0.328896	0.762635	0.312552	0.401695	0.015450	0.744714	0.457589	0.517836	0.391142	0.345694	0.009311	0.010820	0.063207	0.009651	0.011021	0.053558	0.007640	0.013055	0.008593	0.061984	0.481089	0.444150	0.587757	0.524842	0.152522	0.621693	0.396741	0.408252	0.100342	0.104108	0.396052	0.660440	0.555851	0.409584	0.731923	0.813700	0.798423	0.949744	0.942923	0.726171	0.938406	0.447177	0.011835	0.202764	0.676959	0.323041	0.234422	0.825863	0.007847	0.480130	0.002405
0.006115	0.011191	0.066834	0.006427	0.008559	0.008711	0.068783	0.005522	0.012513	0.007352	0.000787	0.013090	0.010009	0.539127	0.297153	0.440146	0.015452	0.002535	0.004005	0.004243	0.014656	0.005901	0.008620	0.067724	0.010214	0.001415	0.003100	0.013049	0.002141	0.003569	0.015406	0.000871	0.021709	0.155813	0.046070	0.123634	0.004814	0.004945	0.000131	0.009201	0.002177	0.001748	0.181651	0.277851	0.817913	0.006903	0.224543	0.849605	0.515355	0.004966	0.871678	0.521474	0.410234	0.160466	0.639902	0.836945	0.616313	0.818118	0.114741	0.704459	0.294631	0.317293	0.094611	0.743172	0.300277	0.437785	0.146256	0.293392	0.007772	0.011171	0.067720	0.008390	0.011199	0.057382	0.006427	0.010866	0.008349	0.068783	0.476473	0.436147	0.580985	0.471945	0.157411	0.564404	0.479580	0.357726	0.118330	0.099409	0.434092	0.585818	0.563853	0.530633	0.692094	0.802058	0.788225	0.942220	0.927293	0.725748	0.937446	0.138005	0.012099	0.203897	0.662123	0.337877	0.257593	0.820622	0.007891	0.479395	0.003575
